timestamp_ms,ax,ay,az,gx,gy,gz,current_raw,label
4344,-18.7957,-8.5808,-6.4057,-0.2020,1.5175,0.0504,2957,critical
4354,-8.6850,-7.1850,-1.7370,-0.3376,-1.6249,1.8578,2962,critical
4364,-14.8608,11.7292,-3.3734,0.7224,1.7624,0.5337,2955,critical
4374,-10.9008,9.3242,-6.5218,0.2049,-1.2702,-2.5183,2953,critical
4384,-18.0535,-6.8797,-10.1299,-0.3160,1.4594,0.2571,2956,critical
4394,-7.6495,-7.0342,1.5957,-0.3797,-1.6046,2.0225,2957,critical
4404,-12.2930,12.6462,-8.0948,0.6672,1.7451,0.3163,2939,critical
4414,-9.3948,8.4276,-3.3052,0.2633,-1.3520,-2.7414,2977,critical
4424,-14.1581,-6.6559,-13.2950,-0.4186,1.2681,0.4231,2945,critical
4434,-6.6391,-6.9959,4.5789,-0.4120,-1.5074,2.1786,2958,critical
4444,-9.1399,13.3225,-11.0983,0.5084,1.6212,0.0802,2956,critical
4454,-11.9746,4.3179,1.6101,0.3054,-1.3933,-2.9295,2964,critical
4464,-10.7248,-6.8331,-15.0500,-0.4586,0.9382,0.5833,2946,critical
4474,-7.9942,-5.7377,7.6160,-0.3920,-1.3363,2.3257,2958,critical
4484,-9.2883,13.1250,-13.4399,0.2875,1.3928,-0.1863,2963,critical
4494,-13.0017,-6.6379,7.8901,0.3912,-1.4341,-2.9982,2948,critical
4504,-11.1833,-7.3670,-16.7175,-0.4772,0.5404,0.6995,2943,critical
4514,-11.3737,0.9924,11.7460,-0.3659,-1.1381,2.4277,2957,critical
4524,-11.9315,12.7611,-14.3317,0.1207,1.0701,-0.4559,2945,critical
4534,-9.9707,-16.9198,15.1601,0.6211,-1.1607,-2.8495,2951,critical
4544,-14.2132,-7.7931,-17.7530,-0.3986,0.1082,0.8156,2956,critical
4554,-11.9782,9.1111,15.5025,-0.4591,-0.8623,2.3942,2953,critical
4564,-14.9147,12.6953,-14.2838,0.0059,0.7309,-0.7173,2950,critical
4574,-2.1763,-21.1444,20.0490,0.7200,-0.6019,-2.5282,2952,critical
4584,-16.6301,-7.2089,-18.4246,-0.2382,-0.3022,0.9590,2973,critical
4594,-7.1323,13.7200,18.9094,-0.5569,-0.3288,2.2226,2953,critical
4604,-15.6437,12.2404,-14.1294,-0.0533,0.3696,-0.9904,2949,critical
4614,6.3602,-24.0210,22.0530,0.5660,0.0064,-2.0883,2951,critical
4624,-16.8468,-6.5757,-17.2909,-0.1399,-0.6640,1.0949,2950,critical
4634,0.3077,13.1083,19.5367,-0.4847,0.2915,1.9646,2949,critical
4644,-13.5703,11.7902,-13.8648,-0.0562,0.0131,-1.2476,2960,critical
4654,10.3597,-25.4252,19.3140,0.3363,0.5409,-1.5636,2959,critical
4664,-15.1409,-6.3698,-15.6820,-0.1074,-0.9489,1.2287,2951,critical
4674,5.5809,11.5999,19.0219,-0.2606,0.8705,1.6204,2959,critical
4684,-10.4866,11.4575,-13.2627,-0.0064,-0.3222,-1.4901,2963,critical
4694,5.0003,-22.8084,14.3856,0.0909,1.0229,-1.0528,2954,critical
4704,-15.6952,-6.3458,-16.1656,-0.1127,-0.8887,1.1983,2960,critical
4714,4.8985,11.9088,19.4445,-0.3200,0.7368,1.7094,2949,critical
4724,-11.1606,11.5293,-13.5248,-0.0184,-0.2433,-1.4328,2963,critical
4734,6.7445,-23.6140,15.6461,0.1540,0.9254,-1.1620,2957,critical
4744,-13.0580,-6.2596,-13.3285,-0.1037,-1.1578,1.3443,2933,critical
4754,4.2066,10.5931,16.1429,-0.0258,1.2180,1.3624,2954,critical
4764,-9.0848,11.0624,-12.7467,0.0176,-0.5553,-1.6899,2939,critical
4774,-2.5774,-19.1440,9.0752,-0.1015,1.2891,-0.7304,2947,critical
4784,-10.7248,-6.4057,-9.9527,-0.1607,-1.3832,1.4949,2953,critical
4794,-2.7880,10.2280,11.0816,0.3336,1.5055,1.0762,2956,critical
4804,-9.1961,10.4734,-11.5197,0.0426,-0.8351,-1.9556,2966,critical
4814,-12.0895,-14.2216,1.8938,-0.2020,1.4754,-0.3595,2942,critical
4824,-9.6810,-6.8965,-6.3147,-0.2529,-1.5170,1.6387,2961,critical
4834,-10.6338,10.8134,4.6448,0.6150,1.6523,0.8370,2947,critical
4844,-10.4160,9.9527,-9.8055,0.1100,-1.0512,-2.1975,2969,critical
4854,-17.8607,-9.7157,-4.3682,-0.1892,1.5151,-0.0453,2960,critical
4864,-8.9268,-7.1826,-2.8264,-0.3203,-1.6214,1.7917,2946,critical
4874,-14.6429,11.3665,-1.3240,0.7155,1.7520,0.6153,2953,critical
4884,-11.0995,9.5960,-7.5693,0.1799,-1.2297,-2.4307,2960,critical
4894,-18.7753,-7.1946,-9.1758,-0.2641,1.4989,0.1865,2953,critical
4904,-8.0098,-7.1012,0.4561,-0.3605,-1.6252,1.9582,2950,critical
4914,-13.7044,12.2535,-6.6164,0.6960,1.7568,0.4021,2960,critical
4924,-9.9264,8.7520,-4.5610,0.2395,-1.3243,-2.6564,2958,critical
4934,-15.9178,-6.6798,-12.0919,-0.3901,1.3566,0.3485,2945,critical
4944,-6.9552,-7.0533,3.4213,-0.4034,-1.5535,2.1091,2959,critical
4954,-10.2939,13.1490,-10.0233,0.5865,1.6934,0.1919,2947,critical
4964,-10.5201,6.9121,-0.8224,0.2838,-1.3856,-2.8623,2957,critical
4974,-11.8573,-6.6834,-14.4478,-0.4479,1.0973,0.5199,2955,critical
4984,-6.7983,-6.7265,6.2968,-0.4045,-1.4165,2.2585,2956,critical
4994,-8.8202,13.2747,-12.5241,0.3880,1.5047,-0.0655,2943,critical
5004,-12.8724,-1.5024,5.3379,0.3341,-1.4274,-2.9937,2950,critical
5014,-10.5536,-7.0641,-16.1034,-0.4730,0.7285,0.6544,2948,critical
5024,-9.9958,-2.8072,9.6953,-0.3667,-1.2265,2.3894,2954,critical
5034,-10.4734,12.9431,-14.1390,0.1892,1.2300,-0.3301,2954,critical
5044,-12.3361,-12.6821,11.2934,0.5097,-1.3504,-2.9481,2956,critical
5054,-12.6462,-7.6974,-17.1928,-0.4541,0.3158,0.7562,2946,critical
5064,-12.2104,5.3079,13.8971,-0.3978,-1.0214,2.4296,2964,critical
5074,-13.6003,12.7431,-14.3233,0.0610,0.8961,-0.5923,2942,critical
5084,-6.0609,-19.7653,18.5227,0.7043,-0.8924,-2.6987,2963,critical
5094,-15.7096,-7.5501,-18.3683,-0.3219,-0.1026,0.8868,2965,critical
5104,-10.4040,12.1446,17.2670,-0.5204,-0.6262,2.3254,2979,critical
5114,-15.7191,12.5600,-14.1821,-0.0285,0.5548,-0.8484,2946,critical
5124,2.1632,-22.4528,21.1635,0.6688,-0.2992,-2.3283,2949,critical
5134,-16.9318,-6.8295,-17.8847,-0.1796,-0.4844,1.0243,2958,critical
5144,-3.6536,13.6996,19.5235,-0.5428,-0.0354,2.1117,2963,critical
5154,-14.8955,11.9507,-13.9570,-0.0597,0.2001,-1.1173,2946,critical
5164,8.9495,-25.0386,21.4963,0.4607,0.2737,-1.8474,2957,critical
5174,-16.2842,-6.4057,-16.6924,-0.1226,-0.8090,1.1490,2954,critical
5184,3.2262,12.4606,19.6037,-0.3968,0.5588,1.8306,2956,critical
5194,-12.2140,11.7567,-13.6637,-0.0346,-0.1407,-1.3504,2944,critical
5204,8.9208,-24.6555,17.1832,0.2401,0.7682,-1.3310,2953,critical
5214,-13.9510,-6.3997,-14.3736,-0.0938,-1.0616,1.2873,2945,critical
5224,5.4983,10.9212,17.6177,-0.1402,1.0738,1.4826,2948,critical
5234,-9.5708,11.2468,-13.0173,0.0133,-0.4503,-1.5934,2945,critical
5244,1.0606,-20.8942,11.7819,-0.0107,1.1871,-0.8812,2961,critical
5254,-11.5053,-6.3925,-11.2049,-0.1330,-1.3121,1.4381,2944,critical
5264,0.4214,10.2340,13.1525,0.1916,1.4146,1.1850,2947,critical
5274,-8.9687,10.6841,-12.0776,0.0232,-0.7317,-1.8450,2947,critical
5284,-8.4719,-16.1740,4.4855,-0.1844,1.4125,-0.5124,2956,critical
5294,-10.0485,-6.7636,-7.8506,-0.2012,-1.4599,1.5689,2953,critical
5304,-7.3825,10.5752,7.6567,0.5063,1.6006,0.9446,2954,critical
5314,-9.8126,10.1143,-10.5357,0.0743,-0.9595,-2.0829,2952,critical
5324,-16.0005,-11.7340,-1.3659,-0.1974,1.5204,-0.1913,2960,critical
5334,-9.3913,-7.1108,-4.5562,-0.2992,-1.6028,1.7035,2958,critical
5344,-13.1286,11.0073,1.7011,0.6832,1.7168,0.7378,2956,critical
5354,-10.8828,9.8306,-8.9196,0.1404,-1.1493,-2.3057,2953,critical
5364,-18.9633,-8.0972,-7.1706,-0.2121,1.5172,0.0682,2951,critical
5374,-8.5365,-7.1575,-1.4066,-0.3400,-1.6300,1.8556,2952,critical
5384,-14.9135,11.7316,-3.5817,0.7123,1.7677,0.5316,2933,critical
5394,-10.7799,9.2368,-6.3506,0.2020,-1.2756,-2.5141,2958,critical
5404,-18.0116,-6.8714,-10.3202,-0.3136,1.4629,0.2364,2951,critical
5414,-7.5800,-7.0222,1.6484,-0.3802,-1.6188,2.0067,2956,critical
5424,-12.7910,12.5061,-7.7991,0.6726,1.7698,0.3544,2966,critical
5434,-9.3733,8.4994,-3.6715,0.2571,-1.3598,-2.7185,2984,critical
5444,-14.8261,-6.5517,-12.9658,-0.4114,1.3094,0.3861,2959,critical
5454,-6.6870,-7.1886,4.1252,-0.4183,-1.5463,2.1269,2974,critical
5464,-9.6606,13.1777,-10.5345,0.5484,1.6755,0.1532,2949,critical
5474,-10.9092,6.0920,0.1233,0.2947,-1.3907,-2.8821,2958,critical
5484,-11.4742,-6.6786,-14.6453,-0.4519,1.0579,0.5255,2956,critical
5494,-7.0282,-6.5817,6.5613,-0.4069,-1.3944,2.2732,2950,critical
5504,-8.7963,13.2495,-12.6988,0.3683,1.4906,-0.0759,2960,critical
5514,-12.8066,-2.0051,5.6886,0.3387,-1.4333,-2.9913,2951,critical
5524,-10.5321,-7.0102,-16.0819,-0.4706,0.7229,0.6430,2948,critical
5534,-9.8067,-3.3926,9.4068,-0.3685,-1.2220,2.3846,2952,critical
5544,-10.2280,12.9275,-14.1102,0.2054,1.2465,-0.3032,2959,critical
5554,-12.5636,2.0853,3.3124,0.3139,-1.4091,-2.9556,2967,critical
5564,-10.4734,-6.8055,-15.3851,-0.4620,0.8671,0.5977,2950,critical
5574,-8.4025,-5.3427,7.9847,-0.3832,-1.2915,2.3414,2946,critical
5584,-9.3541,13.0340,-13.6338,0.2734,1.3600,-0.2054,2951,critical
5594,-13.0125,-7.1443,8.2157,0.4021,-1.4210,-2.9865,2942,critical
5604,-11.2875,-7.3418,-16.7199,-0.4735,0.5276,0.6837,2952,critical
5614,-11.2803,-0.2227,11.3353,-0.3504,-1.1309,2.4163,2958,critical
5624,-11.5197,12.8569,-14.4179,0.1426,1.1111,-0.4205,2945,critical
5634,-10.8254,-15.6976,14.1425,0.5937,-1.2316,-2.8727,2960,critical
5644,-13.7128,-7.6950,-17.5447,-0.4085,0.1871,0.7735,2951,critical
5654,-12.4558,6.5134,14.4023,-0.3984,-0.9358,2.4123,2950,critical
5664,-14.1737,12.7515,-14.4346,0.0488,0.8292,-0.6350,2949,critical
5674,-4.7321,-20.1400,19.2434,0.7184,-0.8031,-2.6422,2961,critical
5684,-15.9406,-7.3897,-18.4306,-0.2846,-0.1572,0.8828,2952,critical
5694,-10.4555,11.9040,16.9390,-0.5004,-0.6025,2.3268,2955,critical
5704,-15.6928,12.5875,-14.2922,-0.0179,0.5497,-0.8434,2958,critical
5714,1.5957,-22.0698,20.9181,0.6704,-0.3216,-2.3366,2961,critical
5724,-16.8300,-6.8223,-17.8715,-0.1737,-0.4578,0.9904,2962,critical
5734,-5.3032,13.7379,18.9908,-0.5369,-0.1479,2.1738,2952,critical
5744,-15.4701,12.1901,-14.2455,-0.0528,0.2710,-1.0517,2954,critical
5754,7.7105,-24.4879,22.0159,0.5209,0.1188,-1.9777,2976,critical
5764,-16.5499,-6.3961,-17.0036,-0.1186,-0.7099,1.0888,2961,critical
5774,0.4788,12.9275,19.3104,-0.4695,0.3264,1.9625,2940,critical
5784,-13.6565,11.8453,-13.9546,-0.0501,0.0013,-1.2436,2950,critical
5794,10.2711,-25.1403,19.4349,0.3443,0.5175,-1.5841,2969,critical
5804,-15.2271,-6.2513,-15.7335,-0.1029,-0.9241,1.1906,2956,critical
5814,4.8040,11.8597,19.1249,-0.3320,0.7530,1.7237,2953,critical
5824,-11.3689,11.5568,-13.5225,-0.0192,-0.2518,-1.4234,2943,critical
5834,7.1946,-23.6248,15.9765,0.1729,0.8972,-1.2036,2969,critical
5844,-13.3010,-6.1938,-13.5356,-0.1002,-1.1239,1.2971,2964,critical
5854,5.2660,10.8673,17.2047,-0.1322,1.1149,1.4669,2963,critical
5864,-9.6019,11.2204,-13.1346,0.0072,-0.4807,-1.6073,2956,critical
5874,0.8906,-20.6416,11.8022,-0.0120,1.1820,-0.8681,2956,critical
5884,-11.5197,-6.1387,-11.1713,-0.1242,-1.2969,1.4048,2963,critical
5894,1.5694,10.4842,13.8433,0.1034,1.3760,1.2457,2954,critical
5904,-9.0154,10.7787,-12.3385,0.0179,-0.6931,-1.7936,2958,critical
5914,-6.3099,-17.1281,6.2668,-0.1508,1.3771,-0.6059,2956,critical
5924,-10.2807,-6.4751,-8.6826,-0.1857,-1.4290,1.5044,2960,critical
5934,-4.2162,10.4076,9.9850,0.3445,1.5455,1.0504,2959,critical
5944,-9.3458,10.2556,-11.2264,0.0432,-0.8700,-1.9737,2952,critical
5954,-12.5336,-13.7619,1.6053,-0.1900,1.4754,-0.3549,2957,critical
5964,-9.7181,-6.7708,-6.1926,-0.2542,-1.5234,1.6006,2958,critical
5974,-9.6319,10.7260,5.7293,0.5345,1.6425,0.8913,2957,critical
5984,-10.0856,9.9132,-10.0137,0.0829,-1.0280,-2.1421,2964,critical
5994,-16.8564,-10.5357,-2.5474,-0.1753,1.5236,-0.1276,2951,critical
6004,-9.2692,-7.0737,-3.9133,-0.3096,-1.5900,1.6998,2961,critical
6014,-13.4482,11.0169,1.3922,0.6472,1.7166,0.7416,2959,critical
6024,-10.7691,9.6726,-8.6012,0.1380,-1.1551,-2.2972,2963,critical
6034,-19.0662,-8.1080,-6.8582,-0.1929,1.5204,0.0437,2965,critical
6044,-8.6143,-7.1431,-1.6544,-0.3387,-1.6273,1.8053,2963,critical
6054,-14.9614,11.4275,-2.4505,0.6856,1.7741,0.5966,2936,critical
6064,-10.8433,9.3242,-6.9432,0.1815,-1.2598,-2.4488,2943,critical
6074,-18.6736,-6.9360,-9.3158,-0.2667,1.4959,0.1793,2946,critical
6084,-7.9487,-7.0641,0.5219,-0.3621,-1.6182,1.9172,2953,critical
6094,-14.2934,11.9566,-5.9280,0.6824,1.7712,0.4514,2963,critical
6104,-10.1047,8.7652,-4.9512,0.2230,-1.3153,-2.5924,2956,critical
6114,-17.0371,-6.5469,-11.1318,-0.3512,1.4133,0.2814,2954,critical
6124,-7.2939,-7.1108,2.4421,-0.3928,-1.5764,2.0179,2934,critical
6134,-12.2787,12.5899,-8.5078,0.6462,1.7589,0.3208,2938,critical
6144,-9.1614,8.2121,-2.9568,0.2590,-1.3736,-2.7262,2950,critical
6154,-14.4299,-6.4907,-13.1298,-0.4141,1.2854,0.3837,2947,critical
6164,-6.6774,-7.1790,4.3251,-0.4133,-1.5066,2.1114,2973,critical
6174,-9.9826,13.0771,-10.4220,0.5724,1.6795,0.1777,2945,critical
6184,-10.3011,6.6224,-0.4226,0.2934,-1.3888,-2.8450,2947,critical
6194,-11.9159,-6.5422,-14.3556,-0.4370,1.1050,0.4834,2946,critical
6204,-6.5374,-7.0066,6.0274,-0.4034,-1.4149,2.1975,2948,critical
6214,-8.8885,13.2854,-12.0165,0.4650,1.5753,0.0282,2953,critical
6224,-12.5145,2.2805,3.2860,0.3094,-1.4173,-2.9455,2951,critical
6234,-10.5417,-6.7528,-15.4175,-0.4588,0.8823,0.5689,2954,critical
6244,-7.7764,-6.1579,7.7249,-0.3789,-1.3078,2.2929,2957,critical
6254,-9.0070,13.0699,-13.3896,0.3323,1.4224,-0.1418,2951,critical
6264,-12.9383,-4.1503,6.9085,0.3560,-1.4269,-2.9817,2954,critical
6274,-10.7931,-7.1024,-16.4099,-0.4743,0.6454,0.6406,2949,critical
6284,-9.9826,-3.6583,9.5672,-0.3509,-1.1836,2.3689,2936,critical
6294,-10.1754,12.9945,-14.1545,0.2257,1.2521,-0.2944,2956,critical
6304,-12.8305,-10.8517,10.3022,0.4698,-1.3813,-2.9521,2956,critical
6314,-12.1458,-7.5010,-17.0934,-0.4578,0.4032,0.6995,2948,critical
6324,-11.8776,1.0056,11.9830,-0.3437,-1.0666,2.4094,2946,critical
6334,-12.0261,12.7731,-14.3544,0.1386,1.0528,-0.4533,2945,critical
6344,-10.3837,-16.1800,14.7291,0.6054,-1.1687,-2.8376,2951,critical
6354,-13.8301,-7.6519,-17.6309,-0.4048,0.1580,0.7631,2964,critical
6364,-12.5097,5.5869,14.0707,-0.3725,-0.9193,2.4099,2960,critical
6374,-13.9127,12.8066,-14.5172,0.0719,0.8500,-0.6046,2953,critical
6384,-5.9065,-19.5127,18.5922,0.7035,-0.8740,-2.6734,2952,critical
6394,-15.4965,-7.3574,-18.2749,-0.3134,-0.0807,0.8399,2959,critical
6404,-11.7543,0.1389,11.5951,-0.3400,-1.0736,2.4054,2945,critical
6414,-11.7388,12.8221,-14.3568,0.1527,1.0797,-0.4298,2943,critical
6424,-10.8900,-15.4905,14.0336,0.5868,-1.2092,-2.8594,2947,critical
6434,-13.6170,-7.6267,-17.5758,-0.4120,0.1996,0.7538,2956,critical
6444,-12.4415,4.8650,13.7295,-0.3627,-0.9465,2.4099,2956,critical
6454,-13.5943,12.8281,-14.5017,0.0821,0.8839,-0.5804,2950,critical
6464,-6.7409,-19.1440,18.0762,0.6936,-0.9310,-2.7065,2952,critical
6474,-15.2774,-7.4041,-18.2330,-0.3288,-0.0418,0.8258,2955,critical
6484,-11.8968,9.1949,15.5659,-0.4266,-0.7613,2.3750,2954,critical
6494,-15.1014,12.7240,-14.3820,0.0322,0.6856,-0.7232,2960,critical
6504,-2.4960,-20.5387,19.7378,0.7107,-0.5945,-2.5167,2955,critical
6514,-16.3835,-7.0737,-18.3037,-0.2411,-0.2723,0.8990,2960,critical
6524,-9.6606,12.2894,17.2490,-0.4866,-0.4906,2.3020,2952,critical
6534,-15.8424,12.5612,-14.3724,-0.0139,0.4874,-0.8713,2952,critical
6544,2.4265,-22.0973,21.0486,0.6547,-0.2611,-2.2980,2932,critical
6554,-16.7989,-6.6894,-17.7638,-0.1623,-0.4788,0.9755,2953,critical
6564,-5.6731,13.6218,18.7909,-0.5193,-0.1580,2.1922,2939,critical
6574,-15.5623,12.1254,-14.3197,-0.0365,0.2902,-1.0123,2953,critical
6584,6.6523,-23.7062,21.8698,0.5521,0.0618,-2.0475,2954,critical
6594,-16.6265,-6.4344,-17.1748,-0.1295,-0.6664,1.0448,2943,critical
6604,-1.7813,13.1023,19.2123,-0.4948,0.1711,2.0675,2950,critical
6614,-14.6058,11.9914,-14.3341,-0.0522,0.1013,-1.1522,2948,critical
6624,9.5158,-24.8650,21.0462,0.4341,0.3413,-1.7773,2956,critical
6634,-15.9741,-6.2501,-16.4242,-0.1042,-0.8140,1.1072,2955,critical
6644,2.2338,12.5743,19.2123,-0.4269,0.4908,1.9092,2935,critical
